emp_no,first_name,last_name,title,dept_no,birth_date
469508,Maia,Bahr,Senior Staff,d003,1952-09-20
469514,Masako,Cronan,Engineer,d004,1952-05-08
469546,Krassimir,Ginesta,Engineer,d005,1952-04-11
469555,Hidde,Perez,Senior Staff,d003,1952-09-18
469559,Rildo,Baba,Senior Staff,d002,1952-11-13
469570,Macha,Pettit,Engineer,d004,1952-07-25
469587,Mart,Maksimenko,Assistant Engineer,d004,1952-03-30
469623,Pragnesh,Gurbaxani,Engineer,d004,1952-08-30
469626,Slavian,Bala,Senior Staff,d007,1952-05-22
469645,Yannis,Azumi,Senior Staff,d009,1952-12-13
469666,Yifei,Assaf,Engineer,d004,1952-12-07
469672,Guadalupe,Hashii,Senior Staff,d001,1952-06-22
469673,Moni,Pramanik,Senior Staff,d009,1952-09-17
469691,Nidapan,Puppe,Senior Staff,d002,1952-05-22
469696,Makato,Harnett,Senior Staff,d002,1952-07-09
469716,Mohit,Basart,Technique Leader,d005,1952-02-22
469754,Xiaoqiang,Gilg,Senior Engineer,d004,1952-06-18
469757,Geraldo,Kroon,Staff,d003,1952-07-03
469758,Krisda,Pell,Engineer,d005,1952-04-10
469785,Masoud,Kuzuoka,Engineer,d005,1952-02-28
469839,Godehard,Luga,Engineer,d005,1952-09-25
469882,Patricia,Trogemann,Senior Staff,d001,1952-03-01
469891,Denny,Varman,Technique Leader,d005,1952-08-03
469894,Fumiyo,Pargas,Engineer,d005,1952-05-12
469911,Mizuhito,Szemeredi,Senior Engineer,d005,1952-02-02
469915,Armond,Itzigehl,Engineer,d004,1952-06-10
469919,Maya,Isaac,Senior Engineer,d004,1952-04-29
469936,Hein,Prochazka,Engineer,d004,1952-03-07
469950,Jaewon,VanScheik,Senior Staff,d002,1952-03-30
469951,Kien,Ebeling,Engineer,d005,1952-08-16
469952,Duri,Skogmar,Technique Leader,d004,1952-02-04
469958,Mikhail,Orlowska,Senior Staff,d007,1952-07-29
469976,Mamdouh,Loncour,Engineer,d006,1952-09-25
470014,Gro,Khasidashvili,Engineer,d004,1952-04-21
470017,Nidapan,Swift,Senior Staff,d007,1952-05-01
470024,Angel,Gerlach,Staff,d007,1952-12-21
470057,Basem,McClurg,Senior Staff,d003,1952-09-23
470068,Dzung,Valtorta,Assistant Engineer,d004,1952-12-12
470078,Guther,Varley,Staff,d003,1952-08-13
470089,Feipei,Ramras,Senior Staff,d009,1952-07-20
470092,Siamak,Luders,Engineer,d004,1952-07-19
470100,Muneo,Bisiani,Senior Staff,d007,1952-04-23
470117,Hailing,Varman,Assistant Engineer,d004,1952-09-17
470137,Nahum,Llado,Staff,d002,1952-07-08
470150,Richard,Foong,Senior Staff,d007,1952-11-07
470158,Danel,Ramaiah,Staff,d007,1952-07-28
470179,Shuky,Barreiro,Engineer,d004,1952-08-09
470181,Chriss,Jarecki,Senior Staff,d007,1952-08-02
470191,Zhiwei,Gien,Staff,d002,1952-04-15
470198,Petter,Antonisse,Staff,d001,1952-10-07
470202,Yongdong,Pezzoli,Senior Staff,d005,1952-10-26
470226,Lena,Nastansky,Senior Engineer,d005,1952-03-20
470233,Kamakshi,Einsfeld,Staff,d007,1952-08-23
470251,Tristan,Tischendorf,Engineer,d005,1952-08-17
470263,Howell,Rubsam,Staff,d008,1952-06-10
470275,JoAnne,Tzvieli,Staff,d007,1952-12-20
470284,Dzung,Deverell,Engineer,d004,1952-07-28
470287,Anwar,Danley,Staff,d001,1952-12-01
470301,Sergi,Conte,Staff,d003,1952-12-08
470322,Kokou,Albarhamtoshy,Senior Staff,d007,1952-05-09
470326,Weiye,Cummings,Engineer,d006,1952-07-21
470363,Subhash,Kirkerud,Senior Staff,d008,1952-02-06
470364,Pranas,Munawer,Engineer,d005,1952-11-05
470366,Jianhao,Llado,Technique Leader,d004,1952-11-29
470368,Shahar,Wielonsky,Staff,d001,1952-04-09
470370,Zhaofang,Ramamoorthy,Engineer,d004,1952-07-11
470373,Jaewoo,Skrikant,Engineer,d004,1952-12-19
470387,Krassimir,Francisci,Staff,d003,1952-03-24
470388,Chirstian,Chaudhuri,Staff,d007,1952-12-01
470391,Eishiro,Baezner,Engineer,d004,1952-09-27
470400,Kenroku,Chinal,Senior Staff,d008,1952-10-15
470411,Eric,Worfolk,Senior Engineer,d005,1952-08-10
470419,Fusako,Woycyznski,Senior Staff,d009,1952-04-17
470422,Roded,Koshino,Technique Leader,d005,1952-05-25
470438,Fan,Shumilov,Senior Staff,d008,1952-08-24
470455,Bouchung,Cronau,Engineer,d004,1952-05-18
470459,Limsoon,Ruther,Senior Engineer,d005,1952-12-17
470466,Ger,Yetto,Senior Staff,d007,1952-04-17
470470,Mohamadou,Matteis,Staff,d001,1952-09-14
470474,Dung,Boudaillier,Staff,d007,1952-09-09
470475,Josyula,Siepmann,Senior Staff,d008,1952-08-08
470493,Doohun,Hartvigsen,Engineer,d005,1952-07-11
470494,Fabrizio,Argence,Senior Staff,d007,1952-10-16
470504,Junichi,Albarhamtoshy,Engineer,d004,1952-10-31
470506,Zita,Buescher,Senior Staff,d007,1952-11-05
470522,Shigeo,Schapire,Senior Staff,d007,1952-08-18
470525,Geoffry,Aamodt,Staff,d004,1952-04-22
470533,Sakthirel,Comellas,Senior Staff,d007,1952-10-02
470554,Mack,Mungall,Engineer,d004,1952-05-14
470577,Brewster,Junot,Senior Engineer,d004,1952-08-11
470603,Chikara,Kaiser,Senior Staff,d002,1952-07-21
470605,KayLiang,Hooghiemstra,Staff,d009,1952-11-23
470630,Huican,Jarecki,Senior Staff,d007,1952-04-03
470643,Patricia,Kawashimo,Senior Staff,d001,1952-11-02
470657,Richara,Wissmann,Engineer,d005,1952-12-30
470662,Kenton,Beilner,Senior Staff,d001,1952-07-01
470679,Kolar,Rullman,Senior Staff,d001,1952-02-24
470699,LiMin,Erol,Engineer,d004,1952-08-30
470716,Munehiko,Nitsche,Engineer,d005,1952-12-05
470725,Remmert,Egerstedt,Senior Staff,d007,1952-12-27
470728,Manohar,Gips,Senior Staff,d009,1952-08-27
470815,Tran,Pokrovskii,Engineer,d005,1952-11-27
470840,Barry,Bernick,Senior Staff,d008,1952-09-12
470846,Frazer,Adachi,Staff,d007,1952-04-16
470863,Nevin,Ramsak,Senior Engineer,d004,1952-05-24
470890,Ger,Grabner,Senior Staff,d008,1952-04-09
470903,Georgy,Luck,Senior Engineer,d005,1952-05-09
470905,Tesuro,Goodrum,Senior Staff,d007,1952-06-05
470914,Hideo,Baik,Senior Staff,d007,1952-04-23
470916,Aleksandar,Itzfeldt,Senior Staff,d001,1952-11-25
470924,Visit,Liedekerke,Engineer,d004,1952-07-14
470933,Lakshmi,Walstra,Technique Leader,d005,1952-02-27
470976,Snehasis,Dredge,Senior Staff,d007,1952-12-19
471033,Peternela,Ariola,Senior Engineer,d006,1952-08-11
471075,Toshimitsu,Luks,Technique Leader,d005,1952-03-30
471079,Kasturi,Swiss,Senior Staff,d007,1952-12-24
471114,Bojan,Lally,Senior Staff,d001,1952-11-06
471131,Subhankar,Wixon,Senior Staff,d008,1952-05-23
471136,Arvind,Birch,Assistant Engineer,d004,1952-12-12
471139,Kiyotoshi,Collavizza,Assistant Engineer,d005,1952-05-23
471145,Berry,Zaccaria,Engineer,d005,1952-03-17
471156,Venkatesan,Shimshoni,Engineer,d004,1952-12-17
471173,Bedrich,Kaiser,Senior Engineer,d005,1952-03-21
471180,Gianluca,Mitchem,Senior Engineer,d004,1952-04-30
471194,Jiang,Ventosa,Staff,d001,1952-09-30
471233,Shigehito,Kalefeld,Senior Staff,d001,1952-10-25
471238,Maris,Rosiles,Engineer,d004,1952-06-22
471249,Marsha,Kobara,Technique Leader,d004,1952-05-19
471254,Lobel,Pollock,Staff,d007,1952-09-20
471255,Mohua,Luck,Engineer,d005,1952-05-14
471259,Yuchang,Danner,Senior Staff,d007,1952-10-01
471266,Youssef,Syang,Senior Staff,d008,1952-09-27
471271,Domenico,Kushnir,Senior Staff,d001,1952-12-03
471272,Teiji,Baik,Senior Staff,d007,1952-11-23
471275,Karlis,Brendel,Engineer,d004,1952-06-08
471297,Zeljko,Ramras,Engineer,d004,1952-08-01
471320,Mansur,Anily,Engineer,d005,1952-04-15
471330,Stepehn,Anido,Senior Staff,d002,1952-12-04
471353,Ayonca,Naumovich,Senior Staff,d001,1952-03-11
471366,Ravishankar,Reinhard,Engineer,d004,1952-12-27
471403,Amstein,Rando,Engineer,d004,1952-07-24
471413,Vidar,Debuse,Engineer,d005,1952-05-22
471414,Xuejia,Luft,Staff,d009,1952-08-30
471439,Theirry,Czaja,Staff,d009,1952-10-17
471464,Jiang,Schmittgen,Staff,d009,1952-09-08
471468,Remmert,Waymire,Staff,d008,1952-07-14
471472,Youjian,Halloran,Engineer,d005,1952-10-01
471484,Kwan,Spataro,Staff,d009,1952-04-16
471517,Arnd,Siochi,Senior Staff,d003,1952-02-16
471521,Martien,Vesna,Engineer,d005,1952-05-26
471525,Premsyl,Schlenzig,Staff,d007,1952-09-28
471529,Munir,Aloia,Senior Staff,d001,1952-12-03
471550,Sadegh,Fujisaki,Senior Staff,d001,1952-12-23
471562,Bartek,Baaz,Senior Engineer,d004,1952-12-26
471571,Tonny,Lenart,Senior Staff,d001,1952-04-24
471625,Hidekazu,Karcich,Staff,d001,1952-07-07
471627,Soenke,Nooteboom,Senior Staff,d002,1952-10-20
471653,Janche,Tyugu,Engineer,d006,1952-07-02
471666,Babette,Kenevan,Senior Engineer,d004,1952-12-09
471669,Guiseppe,Oppitz,Engineer,d005,1952-05-29
471673,Uwe,Siepmann,Assistant Engineer,d006,1952-05-01
471716,Yuichiro,Billingsley,Technique Leader,d005,1952-08-21
471744,Niteen,Iisaku,Staff,d007,1952-08-21
471747,Tadahiro,Krider,Senior Staff,d008,1952-05-07
471748,Mayumi,Picel,Engineer,d004,1952-08-01
471759,Jaana,Bashian,Engineer,d006,1952-03-27
471772,Huan,Sigstam,Assistant Engineer,d005,1952-10-09
471809,Moty,Paciorek,Staff,d003,1952-08-30
471833,Tuval,Merlo,Engineer,d004,1952-10-24
471861,Morris,Orlowski,Engineer,d004,1952-03-31
471867,Zhensheng,Katalagarianos,Engineer,d006,1952-09-15
471872,Serap,Haddadi,Engineer,d005,1952-10-05
471900,Goa,Itschner,Senior Staff,d007,1952-06-24
471907,Hugh,Marchesini,Engineer,d004,1952-04-17
471944,Suzette,Pfau,Technique Leader,d005,1952-11-17
471960,Junichi,Cooley,Engineer,d004,1952-12-29
471964,Janche,Leaver,Senior Staff,d007,1952-06-11
471975,Otilia,Zschoche,Senior Engineer,d004,1952-08-25
471979,Kayoko,Stafford,Engineer,d004,1952-04-16
471986,Mads,Ranst,Assistant Engineer,d004,1952-10-22
472014,Ziya,Kusakari,Engineer,d004,1952-12-09
472020,Leszek,Litzler,Assistant Engineer,d004,1952-05-30
472040,Domenick,Georgatos,Staff,d001,1952-06-24
472073,Chaitali,Delaune,Senior Engineer,d005,1952-04-13
472085,Christ,Polajnar,Assistant Engineer,d004,1952-09-18
472091,Shahab,Pollock,Engineer,d006,1952-09-21
472172,Janalee,Dengi,Engineer,d004,1952-12-08
472190,Patricio,Junot,Technique Leader,d005,1952-06-05
472205,Adit,Einsfeld,Senior Staff,d007,1952-05-28
472248,Chirstian,Ramras,Engineer,d005,1952-03-29
472249,Ronghao,Cairo,Senior Engineer,d004,1952-09-14
472295,Sastry,Molberg,Staff,d007,1952-10-23
472309,Arunas,Chimia,Senior Staff,d001,1952-11-03
472310,Sashi,Dulin,Senior Staff,d004,1952-10-31
472320,Hercules,Herber,Engineer,d004,1952-08-03
472340,Gaurav,Jonsson,Engineer,d005,1952-04-09
472356,Geoffry,Aloia,Engineer,d004,1952-05-22
472374,Xuedong,Montemayor,Senior Staff,d007,1952-12-24
472381,Yucel,Maraist,Engineer,d005,1952-04-30
472411,Tianruo,Veldwijk,Engineer,d005,1952-10-11
472416,Roddy,Bellmore,Assistant Engineer,d004,1952-10-09
472423,Claude,Itzfeldt,Senior Staff,d003,1952-11-13
472426,Baocai,Markovitch,Senior Staff,d001,1952-10-10
472464,Nitsan,Zaiane,Engineer,d005,1952-03-28
472482,Fumitake,Isard,Senior Staff,d001,1952-11-10
472507,Lansing,Chenney,Technique Leader,d005,1952-05-09
472511,Troy,Birta,Senior Staff,d002,1952-02-03
472513,Sanjoy,Birta,Senior Staff,d001,1952-02-10
472521,Vidar,Schneeberger,Engineer,d005,1952-10-11
472531,Shai,Guardalben,Engineer,d006,1952-10-25
472537,Mizuhito,Quittner,Senior Staff,d003,1952-03-18
472590,Yuuichi,Zyda,Engineer,d005,1952-02-06
472610,Honesty,Perng,Senior Staff,d007,1952-04-18
472633,Rosalyn,Picaronny,Senior Staff,d001,1952-09-12
472634,Niclas,Klerer,Engineer,d005,1952-06-17
472640,Khun,Kobara,Senior Staff,d009,1952-09-02
472675,Yuriy,Jahnichen,Engineer,d005,1952-08-08
472678,Mitsuyuki,Gruenwald,Senior Staff,d007,1952-02-02
472686,Prasadram,Oxman,Engineer,d006,1952-05-31
472719,Arunas,Lammel,Staff,d009,1952-06-09
472763,Oscal,Ramsey,Senior Staff,d007,1952-03-20
472769,Aloys,DuCasse,Senior Staff,d007,1952-03-05
472780,Susanna,Benveniste,Engineer,d005,1952-08-17
472787,Abdelghani,Leuchs,Engineer,d005,1952-11-12
472796,Basim,Terkki,Staff,d001,1952-10-08
472797,Behnaam,Griswold,Engineer,d004,1952-02-14
472798,Mabry,Cesareni,Senior Staff,d008,1952-02-23
472836,Alassane,Rassart,Assistant Engineer,d004,1952-08-14
472839,Bader,Melichar,Senior Staff,d002,1952-05-09
472851,Oguz,Jonsson,Engineer,d004,1952-04-04
472857,Xiaoqiang,Aseltine,Engineer,d004,1952-09-06
472867,Zito,Bondorf,Engineer,d004,1952-09-12
472887,Gino,Kaltofen,Staff,d007,1952-12-30
472900,Shahaf,Copas,Senior Engineer,d005,1952-07-06
472907,Sanjit,Chepyzhov,Assistant Engineer,d005,1952-02-21
472964,Shigeo,Beznosov,Senior Engineer,d005,1952-09-07
472972,Turgut,Baezner,Senior Staff,d001,1952-09-15
472974,Qingxiang,Moffat,Engineer,d005,1952-08-12
472981,Nikolaos,Lally,Assistant Engineer,d005,1952-05-24
472985,Khun,Lieblein,Engineer,d004,1952-07-01
473002,Sham,Theuretzbacher,Assistant Engineer,d004,1952-05-13
473021,Akemi,Attimonelli,Engineer,d004,1952-06-13
473043,Yuchang,Redmiles,Senior Staff,d001,1952-10-26
473047,Mariusz,Pell,Engineer,d004,1952-12-16
473075,Tadahiko,Reutenauer,Senior Engineer,d005,1952-09-10
473076,Shaowei,Chelton,Engineer,d005,1952-09-05
473089,Samphel,Serdy,Staff,d007,1952-08-08
473094,Uta,Wielonsky,Staff,d008,1952-12-12
473097,Shooichi,Linnainmaa,Senior Staff,d007,1952-08-29
473116,Sadun,Bultermann,Senior Staff,d007,1952-03-06
473128,Weijing,Dredge,Engineer,d004,1952-11-07
473133,Kayoko,Peng,Assistant Engineer,d005,1952-11-05
473160,Fuqing,Rosay,Staff,d009,1952-08-08
473171,Heeju,Luck,Assistant Engineer,d005,1952-02-22
473175,Kensei,Speek,Senior Engineer,d005,1952-05-06
473200,Kerhong,Famili,Senior Engineer,d004,1952-10-24
473218,Djelloul,Heyers,Staff,d001,1952-11-20
473234,Sariel,Merro,Engineer,d005,1952-04-24
473244,Ramzi,Yoshizawa,Senior Staff,d009,1952-06-20
473267,Naftaly,Niizuma,Assistant Engineer,d005,1952-07-24
473285,Ayonca,Caine,Senior Staff,d002,1952-10-14
473288,Jeane,Perz,Staff,d002,1952-03-30
473303,Mack,Saoudi,Engineer,d006,1952-07-25
473314,Hironobu,Ruemmler,Senior Staff,d002,1952-06-20
473320,Dulce,Luders,Engineer,d004,1952-11-21
473321,Aram,Kroft,Assistant Engineer,d004,1952-08-24
473322,Pantung,Lodder,Senior Staff,d008,1952-10-24
473340,Yifei,Danner,Staff,d007,1952-02-19
473362,Jordanka,Farrag,Senior Engineer,d004,1952-03-03
473375,Toney,Birrer,Engineer,d005,1952-10-31
473380,Rosita,Imataki,Engineer,d004,1952-03-21
473381,Pascal,Gornas,Staff,d008,1952-07-15
473416,Karlis,Kieras,Senior Staff,d005,1952-03-12
473443,Heng,Cheshire,Staff,d007,1952-08-26
473470,Weiyi,Montresor,Senior Staff,d002,1952-02-26
473474,Khosrow,Fontan,Engineer,d005,1952-02-13
473485,Jingling,Reghbati,Senior Staff,d002,1952-04-04
473492,Doohun,Vuskovic,Engineer,d004,1952-05-31
473502,Satyanarayana,Fontet,Senior Staff,d002,1952-12-13
473513,Moty,Olivero,Engineer,d005,1952-05-09
473514,Valeri,Kawashimo,Engineer,d005,1952-04-04
473530,Chenye,Schrift,Senior Staff,d009,1952-07-11
473531,Itzchak,Kalsbeek,Senior Engineer,d004,1952-06-25
473533,Chenyi,Krohn,Senior Engineer,d005,1952-03-04
473577,Bodo,Vesna,Engineer,d004,1952-11-19
473579,Srinidhi,Champarnaud,Senior Staff,d009,1952-08-29
473592,Apostol,Herber,Engineer,d004,1952-08-12
473599,Gennady,Rissanen,Senior Staff,d007,1952-09-07
473646,Dayanand,Shimshoni,Senior Engineer,d004,1952-11-29
473684,Utpal,Lalonde,Engineer,d005,1952-08-05
473686,Sadegh,Neiman,Engineer,d004,1952-03-23
473698,Felicidad,Sudkamp,Staff,d003,1952-06-13
473711,Vidar,Berendt,Engineer,d005,1952-04-03
473715,Kwangho,Bultermann,Senior Staff,d007,1952-09-18
473739,Gretta,Decaestecker,Assistant Engineer,d006,1952-06-15
473741,Miomir,Chepyzhov,Engineer,d004,1952-11-17
473795,Navin,Maccarone,Assistant Engineer,d005,1952-11-01
473805,Shunichi,Hoogerwoord,Senior Engineer,d006,1952-02-24
473812,Khue,Levergood,Senior Staff,d007,1952-11-14
473835,Renny,Rahimi,Staff,d003,1952-12-01
473842,Arnd,Kavraki,Senior Staff,d001,1952-02-24
473852,Pranay,Lagarias,Assistant Engineer,d006,1952-04-23
473899,Yucai,Badache,Staff,d001,1952-04-04
473900,Khoa,Gustavson,Engineer,d004,1952-02-07
473903,Stella,Sichman,Senior Staff,d007,1952-12-05
473918,Neelam,Angiulli,Engineer,d005,1952-12-29
473919,Achilleas,Scallan,Engineer,d005,1952-10-29
473920,Rafols,Beausoleil,Senior Staff,d001,1952-02-29
473964,Sanjeeva,Hempstead,Senior Staff,d007,1952-10-15
473970,Tsuneo,Knightly,Engineer,d005,1952-04-12
473975,Nagui,Yoshizawa,Engineer,d006,1952-09-13
473977,Eckart,Baaz,Assistant Engineer,d004,1952-02-23
474032,Gregory,Nitto,Staff,d001,1952-04-17
474039,Mohit,Pfau,Staff,d001,1952-09-04
474044,Almudena,Rajcani,Senior Staff,d003,1952-04-29
474050,Nechama,Olano,Engineer,d005,1952-09-06
474057,Mototsugu,Fasbender,Engineer,d005,1952-09-18
474080,Kasidit,Zhiwei,Staff,d001,1952-03-20
474086,Florian,Peroz,Engineer,d005,1952-04-04
474129,Gritta,Vakili,Engineer,d005,1952-02-03
474204,Godehard,Codenie,Staff,d002,1952-07-14
474221,Bojan,Heuser,Engineer,d004,1952-12-29
474223,Limsoon,Thambidurai,Senior Engineer,d004,1952-10-12
474250,Yucai,Andreotta,Senior Staff,d001,1952-12-19
474254,Rosine,Munck,Engineer,d004,1952-11-17
474280,Angel,Perry,Engineer,d005,1952-04-06
474288,Surveyors,Crabtree,Senior Engineer,d005,1952-11-15
474324,Jackson,Ariola,Senior Staff,d008,1952-10-13
474337,Gou,Siprelle,Staff,d007,1952-06-03
474347,Sahrah,Bugrara,Senior Staff,d001,1952-12-23
474360,Wonhee,Bierbaum,Engineer,d006,1952-03-28
474363,Subhada,England,Engineer,d005,1952-09-11
474364,Gad,Mawatari,Senior Staff,d007,1952-05-12
474370,Susanna,Chelton,Staff,d008,1952-09-08
474376,Jovan,Bage,Assistant Engineer,d005,1952-04-01
474394,Jiakeng,Fritzsche,Engineer,d005,1952-02-07
474401,Mooi,Morrow,Senior Staff,d009,1952-07-19
474404,Weiru,Journel,Assistant Engineer,d005,1952-06-30
474408,Kayoko,Bellone,Engineer,d006,1952-07-01
474420,Kiyokazu,Fortenbacher,Engineer,d005,1952-03-23
474429,Mariusz,Schieder,Engineer,d004,1952-08-23
474436,Abdelwaheb,Basawa,Senior Staff,d003,1952-04-07
474447,Taizo,Fiutem,Senior Engineer,d004,1952-07-01
474499,Niteen,Ranka,Engineer,d006,1952-08-07
474503,Tesuro,Suppi,Engineer,d004,1952-05-17
474505,Percy,Schaft,Engineer,d004,1952-05-20
474520,Remmert,Braunschweig,Technique Leader,d005,1952-10-23
474535,Elzbieta,Tasistro,Engineer,d005,1952-10-12
474543,Giri,Kropf,Staff,d007,1952-02-10
474556,Duri,Hartvigsen,Staff,d007,1952-02-09
474567,Elvia,Varley,Staff,d007,1952-05-04
474573,Kensei,Ranft,Assistant Engineer,d004,1952-12-10
474575,Bikash,Azadmanesh,Engineer,d006,1952-10-14
474578,Rosalyn,Kenevan,Staff,d005,1952-03-08
474583,Armond,Beznosov,Staff,d002,1952-05-15
474589,Emran,Stasinski,Engineer,d004,1952-05-31
474605,Giri,Ramaiah,Senior Staff,d008,1952-02-20
474615,Nectarios,Vesna,Engineer,d004,1952-06-04
474629,Toshimori,Morrow,Staff,d009,1952-07-24
474641,Xinan,Nastansky,Engineer,d005,1952-12-08
474646,Nikolaos,Cannane,Senior Engineer,d004,1952-07-17
474652,Gennadi,Gyorkos,Senior Staff,d009,1952-12-26
474653,Chinho,Domenig,Engineer,d005,1952-10-06
474657,Bodo,Rothe,Engineer,d006,1952-06-03
474679,Christoph,Sewelson,Staff,d001,1952-12-20
474694,Duro,Dengi,Assistant Engineer,d004,1952-12-12
474706,Branimir,Honglei,Senior Staff,d007,1952-11-27
474713,Zhiguo,Georgakopoulos,Senior Engineer,d005,1952-10-01
474758,Chrisa,Gilg,Engineer,d005,1952-06-17
474768,Valeri,Aamodt,Engineer,d004,1952-09-04
474797,Nitsan,Talmor,Engineer,d005,1952-09-22
474798,Chiranjit,Gide,Senior Staff,d007,1952-09-02
474807,Henk,Muhlberg,Senior Staff,d003,1952-12-12
474823,Jinpo,Besselaar,Staff,d009,1952-10-30
474824,Zhonghua,Vernadat,Senior Staff,d004,1952-03-11
474837,Chenyi,Schaaf,Senior Staff,d008,1952-05-03
474839,Shigeo,Sluis,Technique Leader,d004,1952-03-13
474855,Gen,Segond,Engineer,d006,1952-06-25
474871,Xuedong,Broder,Staff,d001,1952-09-19
474891,Almudena,Peres,Assistant Engineer,d004,1952-10-18
474899,Naraig,Rahimi,Senior Staff,d008,1952-12-30
474911,Tomofumi,Babu,Staff,d007,1952-11-13
474912,Nirmal,Lemarechal,Senior Staff,d007,1952-04-11
474921,Aimee,Baak,Senior Staff,d007,1952-03-07
474950,Lijia,Cannane,Staff,d009,1952-09-08
474970,Satyanarayana,Xiaoshan,Engineer,d005,1952-07-18
474990,Ewing,Fioravanti,Senior Engineer,d006,1952-08-20
474992,Kokou,Gladwell,Engineer,d006,1952-07-22
475003,Branimir,Miara,Senior Staff,d002,1952-08-03
475009,Aral,Takkinen,Engineer,d005,1952-11-25
475039,Kotesh,Ertl,Assistant Engineer,d005,1952-08-23
475044,Wonhee,Sommen,Staff,d007,1952-05-17
475051,Ulises,Vitiello,Engineer,d005,1952-12-07
475072,Aluzio,Benzaken,Engineer,d004,1952-02-25
475077,Claude,Ouhyoung,Senior Staff,d007,1952-03-12
475105,Rimon,Riesenhuber,Staff,d001,1952-11-12
475108,Basim,Hoppenstand,Staff,d007,1952-10-05
475124,Dipankar,Schnelling,Staff,d008,1952-10-05
475168,Marco,Mayerwieser,Senior Staff,d003,1952-12-07
475169,Oscal,Backhouse,Engineer,d005,1952-06-28
475177,Sudharsan,Stassinopoulos,Senior Staff,d007,1952-12-13
475183,Hyuncheol,Rosiles,Staff,d008,1952-11-22
475190,Yuqun,Figueira,Engineer,d006,1952-12-22
475210,Maya,Masada,Assistant Engineer,d004,1952-08-30
475259,Zhensheng,Radivojevic,Engineer,d006,1952-03-02
475265,Fan,Simkin,Engineer,d005,1952-04-08
475269,Rance,Cullers,Senior Engineer,d005,1952-08-30
475300,Jongsuk,Schaar,Senior Staff,d001,1952-06-04
475329,Atreyi,Eppinger,Engineer,d004,1952-05-08
475348,Kazunori,Merkl,Engineer,d004,1952-08-26
475354,Akeel,Hartvigsen,Engineer,d004,1952-05-03
475358,Ramachenga,Ebeling,Senior Engineer,d004,1952-02-11
475360,Dipankar,Huttel,Senior Engineer,d005,1952-04-17
475367,Premal,Caine,Staff,d001,1952-11-02
475383,Visit,Isard,Staff,d008,1952-08-22
475384,Kiyokazu,Domenig,Senior Staff,d007,1952-12-22
475389,Kazuhisa,Nations,Engineer,d004,1952-08-03
475392,Mokhtar,Falster,Engineer,d004,1952-05-14
475397,Lalit,Tempesti,Engineer,d004,1952-10-25
475404,Tran,Pappas,Engineer,d005,1952-07-16
475447,Pragnesh,Lamparter,Engineer,d004,1952-02-18
475451,Kinh,Rousseau,Technique Leader,d005,1952-06-02
475462,Bikash,Marquardt,Senior Staff,d001,1952-03-08
475463,Kendra,Kawashima,Technique Leader,d005,1952-05-31
475468,Shigeu,Improta,Engineer,d005,1952-04-14
475470,Moss,Ligten,Engineer,d005,1952-09-30
475473,Nechama,Angiulli,Senior Engineer,d005,1952-05-05
475499,Guozhong,Borstler,Engineer,d004,1952-10-13
475508,Heng,Miculan,Senior Staff,d007,1952-12-24
475510,Kasidit,Kornyak,Engineer,d005,1952-03-27
475513,Udo,Chepyzhov,Engineer,d005,1952-07-26
475521,Magdalena,Hopewell,Senior Staff,d008,1952-11-29
475524,Tru,Beidas,Engineer,d004,1952-04-16
475554,Weiye,Papastamatiou,Senior Engineer,d004,1952-02-16
475565,Aria,Gire,Engineer,d005,1952-08-31
475566,Manton,Antonisse,Staff,d008,1952-08-13
475568,Brigham,Swiler,Senior Engineer,d005,1952-05-08
475594,Howell,Compeau,Senior Engineer,d005,1952-02-17
475648,Aloys,Schusler,Staff,d001,1952-03-19
475670,Hitomi,Billawala,Engineer,d005,1952-05-11
475681,Dinkar,Kinley,Engineer,d005,1952-04-11
475698,Lunjin,Mahmud,Staff,d003,1952-06-24
475707,Randy,Kaltofen,Engineer,d005,1952-07-18
475719,Gererd,Kaiserswerth,Engineer,d005,1952-05-08
475722,Greger,Boudaillier,Engineer,d004,1952-02-07
475733,Byong,Snedden,Senior Engineer,d005,1952-05-14
475737,Zhiguo,Norsworthy,Engineer,d006,1952-10-31
475756,Susumu,Ballarin,Engineer,d005,1952-04-26
475757,Tommaso,Mayerwieser,Senior Staff,d007,1952-11-11
475759,Arie,Schwaller,Staff,d003,1952-10-14
475769,Kazuhisa,Ritzmann,Senior Staff,d007,1952-10-05
475774,Vincent,Coombs,Technique Leader,d005,1952-10-16
475798,Tokuyasu,Stanger,Engineer,d006,1952-05-31
475826,Menkae,Azulay,Engineer,d004,1952-02-28
475847,Felicidad,Georgakopoulos,Staff,d007,1952-04-07
475860,Brigham,Broomell,Senior Staff,d007,1952-08-21
475873,Garnet,Luce,Senior Engineer,d005,1952-02-24
475899,Dayanand,Zumaque,Senior Staff,d007,1952-04-02
475907,Mrinalini,Speek,Engineer,d004,1952-05-15
475917,Urs,Narahari,Senior Staff,d009,1952-12-27
475933,Yechiam,Streng,Technique Leader,d004,1952-11-26
475934,Arch,Munoz,Technique Leader,d004,1952-03-19
475936,Zeydy,Breugel,Senior Staff,d008,1952-06-30
475972,Huican,Zambonelli,Senior Staff,d007,1952-12-06
475997,Ramachenga,Kitsuregawa,Engineer,d004,1952-08-09
476008,Uriel,Puoti,Senior Staff,d008,1952-09-13
